49.06114	-122.49594
50.99507	-113.96369
39.53652	-84.30099
39.59358	-86.09508
33.65604	-117.718598
37.71727	-121.51804
47.27738	-122.234526
40.21300507	-76.0802536
38.93801	-94.84897
40.88931	-84.6097
41.5582	-90.4346
28.58543	-81.41385
28.03257942	-82.05041504
34.04669189	-117.6206131
33.73733	-84.56177
32.7696514	-96.8901692
41.40439777510291	-88.12477561852806
41.40439777510291	-88.12477561852806
41.46080917	-88.10173598
41.44887833	-88.29277723
43.51063588	-88.79531788
41.98487941	-84.9802332
44.8972224	-91.86311665
40.97655267	-91.5282162
41.35273813	-89.22253163
41.46080917	-88.10173598
41.44887833	-88.29277723
55.37545776	-131.7204742
29.89539	-90.05731
36.670022	-76.95544
35.81965256	-79.82302094
34.155258	-79.764127
37.06111908	-93.2988739
42.66067123	-83.46760559
